نام موسسه,عنوان دوره,مبلغ دوره,بازه سنی,مقطع تحصیلی
"مجموعه ورزشی تختی شاهین شهر
(شماره تماس: 03145225027)
آدرس: شاهین شهر، خیابان مخابرات، فرعی 11 شرقی",والیبال پیشرفته آقایان,680000 تومان,9-10-11-12,دبستان 2(9 تا 12 سال)
"مجموعه ورزشی تختی شاهین شهر
(شماره تماس: 03145225027)
آدرس: شاهین شهر، خیابان مخابرات، فرعی 11 شرقی",بسکتبال عمومی  آقایان,1500000 تومان,9-10-11-12,دبستان 2(9 تا 12 سال)
"مجموعه ورزشی تختی شاهین شهر
(شماره تماس: 03145225027)
آدرس: شاهین شهر، خیابان مخابرات، فرعی 11 شرقی",بسکتبال پیشرفته آقایان,680000 تومان,9-10-11-12,دبستان 2(9 تا 12 سال)
"مجموعه ورزشی تختی شاهین شهر
(شماره تماس: 03145225027)
آدرس: شاهین شهر، خیابان مخابرات، فرعی 11 شرقی",بدمینتون عمومی  آقایان,980000 تومان,9-10-11-12,دبستان 2(9 تا 12 سال)
"مجموعه ورزشی تختی شاهین شهر
(شماره تماس: 03145225027)
آدرس: شاهین شهر، خیابان مخابرات، فرعی 11 شرقی",فوتسال  آقایان,850000 تومان,9-10-11-12,دبستان 2(9 تا 12 سال)
"مجموعه ورزشی تختی شاهین شهر
(شماره تماس: 03145225027)
آدرس: شاهین شهر، خیابان مخابرات، فرعی 11 شرقی",فوتبال  آقایان,1500000 تومان,9-10-11-12,دبستان 2(9 تا 12 سال)
"مجموعه ورزشی تختی شاهین شهر
(شماره تماس: 03145225027)
آدرس: شاهین شهر، خیابان مخابرات، فرعی 11 شرقی",کاراته عمومی  آقایان,1500000 تومان,9-10-11-12,دبستان 2(9 تا 12 سال)
"مجموعه ورزشی تختی شاهین شهر
(شماره تماس: 03145225027)
آدرس: شاهین شهر، خیابان مخابرات، فرعی 11 شرقی",کاراته پیشرفته  آقایان,680000 تومان,9-10-11-12,دبستان 2(9 تا 12 سال)
"مجموعه ورزشی تختی شاهین شهر
(شماره تماس: 03145225027)
آدرس: شاهین شهر، خیابان مخابرات، فرعی 11 شرقی",ووشو عمومی  آقایان,750000 تومان,9-10-11-12,دبستان 2(9 تا 12 سال)
"مجموعه ورزشی تختی شاهین شهر
(شماره تماس: 03145225027)
آدرس: شاهین شهر، خیابان مخابرات، فرعی 11 شرقی",تیراندازی  آقایان,680000 تومان,9-10-11-12,دبستان 2(9 تا 12 سال)
"مجموعه ورزشی تختی شاهین شهر
(شماره تماس: 03145225027)
آدرس: شاهین شهر، خیابان مخابرات، فرعی 11 شرقی",ژیمناستیک عمومی آقایان,2100000 تومان,9-10-11-12,دبستان 2(9 تا 12 سال)
"مجموعه ورزشی تختی شاهین شهر
(شماره تماس: 03145225027)
آدرس: شاهین شهر، خیابان مخابرات، فرعی 11 شرقی",کاراته پیشرفته  خانم ها,680000 تومان,12-13-14-15,متوسطه 1(12 تا 15 سال)
"مجموعه ورزشی تختی شاهین شهر
(شماره تماس: 03145225027)
آدرس: شاهین شهر، خیابان مخابرات، فرعی 11 شرقی",تکواندو عمومی  خانم ها,1100000 تومان,12-13-14-15,متوسطه 1(12 تا 15 سال)
"مجموعه ورزشی تختی شاهین شهر
(شماره تماس: 03145225027)
آدرس: شاهین شهر، خیابان مخابرات، فرعی 11 شرقی",تکواندو پیشرفته  خانم ها,680000 تومان,12-13-14-15,متوسطه 1(12 تا 15 سال)
"مجموعه ورزشی تختی شاهین شهر
(شماره تماس: 03145225027)
آدرس: شاهین شهر، خیابان مخابرات، فرعی 11 شرقی",نینجا عمومی  خانم ها,880000 تومان,12-13-14-15,متوسطه 1(12 تا 15 سال)
"مجموعه ورزشی تختی شاهین شهر
(شماره تماس: 03145225027)
آدرس: شاهین شهر، خیابان مخابرات، فرعی 11 شرقی",دفاع شخصی عمومی  خانم ها,680000 تومان,12-13-14-15,متوسطه 1(12 تا 15 سال)
"مجموعه ورزشی تختی شاهین شهر
(شماره تماس: 03145225027)
آدرس: شاهین شهر، خیابان مخابرات، فرعی 11 شرقی",کیک بوکس عمومی  خانم ها,680000 تومان,12-13-14-15,متوسطه 1(12 تا 15 سال)
"مجموعه ورزشی تختی شاهین شهر
(شماره تماس: 03145225027)
آدرس: شاهین شهر، خیابان مخابرات، فرعی 11 شرقی",تیراندازی  خانم ها,680000 تومان,12-13-14-15,متوسطه 1(12 تا 15 سال)
"مجموعه ورزشی تختی شاهین شهر
(شماره تماس: 03145225027)
آدرس: شاهین شهر، خیابان مخابرات، فرعی 11 شرقی",بسکتبال عمومی  خانم ها,2100000 تومان,12-13-14-15,متوسطه 1(12 تا 15 سال)
"مجموعه ورزشی تختی شاهین شهر
(شماره تماس: 03145225027)
آدرس: شاهین شهر، خیابان مخابرات، فرعی 11 شرقی",والیبال عمومی  خانم ها,680000 تومان,12-13-14-15,متوسطه 1(12 تا 15 سال)
"مجموعه ورزشی تختی شاهین شهر
(شماره تماس: 03145225027)
آدرس: شاهین شهر، خیابان مخابرات، فرعی 11 شرقی",والیبال پیشرفته  خانم ها,680000 تومان,12-13-14-15,متوسطه 1(12 تا 15 سال)
"مجموعه ورزشی تختی شاهین شهر
(شماره تماس: 03145225027)
آدرس: شاهین شهر، خیابان مخابرات، فرعی 11 شرقی",فوتسال پیشرفته  خانم ها,1100000 تومان,12-13-14-15,متوسطه 1(12 تا 15 سال)
"مجموعه ورزشی تختی شاهین شهر
(شماره تماس: 03145225027)
آدرس: شاهین شهر، خیابان مخابرات، فرعی 11 شرقی",بدمینتون عمومی  خانم ها,1500000 تومان,12-13-14-15,متوسطه 1(12 تا 15 سال)
"مجموعه ورزشی تختی شاهین شهر
(شماره تماس: 03145225027)
آدرس: شاهین شهر، خیابان مخابرات، فرعی 11 شرقی",بدمینتون پیشرفته  خانم ها,680000 تومان,12-13-14-15,متوسطه 1(12 تا 15 سال)
"مجموعه ورزشی تختی شاهین شهر
(شماره تماس: 03145225027)
آدرس: شاهین شهر، خیابان مخابرات، فرعی 11 شرقی",پیلاتس عمومی,960000 تومان,12-13-14-15,متوسطه 1(12 تا 15 سال)
"مجموعه ورزشی تختی شاهین شهر
(شماره تماس: 03145225027)
آدرس: شاهین شهر، خیابان مخابرات، فرعی 11 شرقی",پیلاتس پیشرفته,660000 تومان,12-13-14-15,متوسطه 1(12 تا 15 سال)
"مجموعه ورزشی تختی شاهین شهر
(شماره تماس: 03145225027)
آدرس: شاهین شهر، خیابان مخابرات، فرعی 11 شرقی",ایروبیک عمومی,880000 تومان,12-13-14-15,متوسطه 1(12 تا 15 سال)
"مجموعه ورزشی تختی شاهین شهر
(شماره تماس: 03145225027)
آدرس: شاهین شهر، خیابان مخابرات، فرعی 11 شرقی",ایروبیک پیشرفته,660000 تومان,12-13-14-15,متوسطه 1(12 تا 15 سال)
"مجموعه ورزشی تختی شاهین شهر
(شماره تماس: 03145225027)
آدرس: شاهین شهر، خیابان مخابرات، فرعی 11 شرقی",ژیمناستیک عمومی   خانم ها,700000 تومان,12-13-14-15,متوسطه 1(12 تا 15 سال)
"مجموعه ورزشی تختی شاهین شهر
(شماره تماس: 03145225027)
آدرس: شاهین شهر، خیابان مخابرات، فرعی 11 شرقی",ژیمناستیک پیشرفته   خانم ها,840000 تومان,12-13-14-15,متوسطه 1(12 تا 15 سال)
"مجموعه ورزشی تختی شاهین شهر
(شماره تماس: 03145225027)
آدرس: شاهین شهر، خیابان مخابرات، فرعی 11 شرقی",والیبال عمومی  آقایان,840000 تومان,12-13-14-15,متوسطه 1(12 تا 15 سال)
"مجموعه ورزشی تختی شاهین شهر
(شماره تماس: 03145225027)
آدرس: شاهین شهر، خیابان مخابرات، فرعی 11 شرقی",والیبال پیشرفته آقایان,680000 تومان,12-13-14-15,متوسطه 1(12 تا 15 سال)
"مجموعه ورزشی تختی شاهین شهر
(شماره تماس: 03145225027)
آدرس: شاهین شهر، خیابان مخابرات، فرعی 11 شرقی",بسکتبال عمومی  آقایان,1500000 تومان,12-13-14-15,متوسطه 1(12 تا 15 سال)
"مجموعه ورزشی تختی شاهین شهر
(شماره تماس: 03145225027)
آدرس: شاهین شهر، خیابان مخابرات، فرعی 11 شرقی",بسکتبال پیشرفته آقایان,680000 تومان,12-13-14-15,متوسطه 1(12 تا 15 سال)
"مجموعه ورزشی تختی شاهین شهر
(شماره تماس: 03145225027)
آدرس: شاهین شهر، خیابان مخابرات، فرعی 11 شرقی",بدمینتون عمومی  آقایان,980000 تومان,12-13-14-15,متوسطه 1(12 تا 15 سال)
"مجموعه ورزشی تختی شاهین شهر
(شماره تماس: 03145225027)
آدرس: شاهین شهر، خیابان مخابرات، فرعی 11 شرقی",فوتسال  آقایان,850000 تومان,12-13-14-15,متوسطه 1(12 تا 15 سال)
"مجموعه ورزشی تختی شاهین شهر
(شماره تماس: 03145225027)
آدرس: شاهین شهر، خیابان مخابرات، فرعی 11 شرقی",فوتبال  آقایان,1500000 تومان,12-13-14-15,متوسطه 1(12 تا 15 سال)
"مجموعه ورزشی تختی شاهین شهر
(شماره تماس: 03145225027)
آدرس: شاهین شهر، خیابان مخابرات، فرعی 11 شرقی",کاراته عمومی  آقایان,1500000 تومان,12-13-14-15,متوسطه 1(12 تا 15 سال)
"مجموعه ورزشی تختی شاهین شهر
(شماره تماس: 03145225027)
آدرس: شاهین شهر، خیابان مخابرات، فرعی 11 شرقی",کاراته پیشرفته  آقایان,680000 تومان,12-13-14-15,متوسطه 1(12 تا 15 سال)
"مجموعه ورزشی تختی شاهین شهر
(شماره تماس: 03145225027)
آدرس: شاهین شهر، خیابان مخابرات، فرعی 11 شرقی",ووشو عمومی  آقایان,750000 تومان,12-13-14-15,متوسطه 1(12 تا 15 سال)
"مجموعه ورزشی تختی شاهین شهر
(شماره تماس: 03145225027)
آدرس: شاهین شهر، خیابان مخابرات، فرعی 11 شرقی",تیراندازی  آقایان,680000 تومان,12-13-14-15,متوسطه 1(12 تا 15 سال)
"مجموعه ورزشی تختی شاهین شهر
(شماره تماس: 03145225027)
آدرس: شاهین شهر، خیابان مخابرات، فرعی 11 شرقی",ژیمناستیک عمومی آقایان,2100000 تومان,12-13-14-15,متوسطه 1(12 تا 15 سال)
"کلینیک تخصصی شاهراه(استاد پیمان اربابیان)
شماره تماس: 09130222315
آدرس: خیابان مرداویج، جنب درب ورودی مجموعه پرواز",هر جلسه مشاوره  مرتبط با هدایت تحصیلی پایه نهم,450000 تومان,12-13-14-15,متوسطه 1(12 تا 15 سال)
"باشگاه ورزشی اوتانا نجف آباد
(شماره تماس: 09133312400)
آدرس: نجف آباد، خیابان امام خمینی، نبش خیابان فارابی",بدنسازی آقایان 24 جلسه,1000000 تومان,9-10-11-12,دبستان 2(9 تا 12 سال)
"باشگاه ورزشی اوتانا نجف آباد
(شماره تماس: 09133312400)
آدرس: نجف آباد، خیابان امام خمینی، نبش خیابان فارابی",بدنسازی بانوان 12 جلسه,1400000 تومان,9-10-11-12,دبستان 2(9 تا 12 سال)
"باشگاه ورزشی اوتانا نجف آباد
(شماره تماس: 09133312400)
آدرس: نجف آباد، خیابان امام خمینی، نبش خیابان فارابی",بدنسازی بانوان 24 جلسه,1000000 تومان,9-10-11-12,دبستان 2(9 تا 12 سال)
"باشگاه ورزشی اوتانا نجف آباد
(شماره تماس: 09133312400)
آدرس: نجف آباد، خیابان امام خمینی، نبش خیابان فارابی",فیتنس بانوان تک جلسه ای,1400000 تومان,9-10-11-12,دبستان 2(9 تا 12 سال)
"باشگاه ورزشی اوتانا نجف آباد
(شماره تماس: 09133312400)
آدرس: نجف آباد، خیابان امام خمینی، نبش خیابان فارابی",فیتنس بانوان 12 جلسه,150000 تومان,9-10-11-12,دبستان 2(9 تا 12 سال)
"باشگاه ورزشی اوتانا نجف آباد
(شماره تماس: 09133312400)
آدرس: نجف آباد، خیابان امام خمینی، نبش خیابان فارابی",زوم فیت بانوان تک جلسه ای,1000000 تومان,9-10-11-12,دبستان 2(9 تا 12 سال)
"باشگاه ورزشی اوتانا نجف آباد
(شماره تماس: 09133312400)
آدرس: نجف آباد، خیابان امام خمینی، نبش خیابان فارابی",زوم فیت بانوان 12 جلسه,150000 تومان,9-10-11-12,دبستان 2(9 تا 12 سال)
"باشگاه ورزشی اوتانا نجف آباد
(شماره تماس: 09133312400)
آدرس: نجف آباد، خیابان امام خمینی، نبش خیابان فارابی",ایروبیک CX  بانوان تک جلسه ای,1000000 تومان,9-10-11-12,دبستان 2(9 تا 12 سال)
